Experiment ID,CURRENT (A) mean,CURRENT (A) std,CURRENT (A) max,CURRENT (A) rms,CURRENT (A) peak_to_peak,CURRENT (A) skew,CURRENT (A) kurtosis,CURRENT (A) crest_factor,ROTO (RPM) mean,ROTO (RPM) std,ROTO (RPM) max,ROTO (RPM) rms,ROTO (RPM) peak_to_peak,ROTO (RPM) skew,ROTO (RPM) kurtosis,ROTO (RPM) crest_factor,CURRENT (A) Frequency Center,CURRENT (A) Spectrum Area,CURRENT (A) Amp @ 1x RPM,CURRENT (A) Amp @ 2x RPM,CURRENT (A) Amp @ 3x RPM,ROTO (RPM) Frequency Center,ROTO (RPM) Spectrum Area,ROTO (RPM) Amp @ 1x RPM,ROTO (RPM) Amp @ 2x RPM,ROTO (RPM) Amp @ 3x RPM,Source_File
1,3.437291446689336,0.6494264901161432,5.390571044864584,3.4980958443419587,4.488920543741378,0.005152016921666289,-0.36503986309129743,1.5682612686382966,21972.247357140513,195.33737018521037,22249.22412659873,21973.115524248562,458.04421279833696,0.4896371378933071,-1.7354593360226427,1.0126057551126284,1385.2636732173048,176591.10249775066,178.10525553537212,166.3943534518301,87.75730246063672,130.5637334332565,200992936.57317993,1726.1613777270309,1726.1613777270309,1726.1613777270309,NOWY2-trytytka-01.CSV
2,3.4088493510424436,0.6369906941523503,5.470430356979549,3.4678466406252926,4.29899092375226,-0.06303911216591372,-0.17344830789539634,1.60477328084524,21991.123835379523,198.94751411327994,22249.22412659873,21992.023615594248,458.04421279833696,0.29015613596478296,-1.890802943926712,1.0117365666780507,1424.7735603255992,179853.12780408273,99.50337860485558,70.36174490090407,128.92585905753293,137.91471753890082,202065631.06083047,1190.7927421123559,1190.7927421123559,1190.7927421123559,NOWY2-trytytka-01.CSV
3,3.3909755948242095,0.6543844656666183,5.337667428115891,3.45353166862859,4.393542937609699,-0.07927011467980291,-0.28660475583687317,1.574080166269259,21998.245259391246,199.87555920231128,22249.22412659873,21999.15315955857,458.04421279833696,0.21890547839110241,-1.9279366909025986,1.0114090403233567,1409.5380203503603,183331.433034257,29.070905715453627,203.57024140779038,2.0667156620370664,141.8206733586823,203053099.9756032,1964.4552810353002,1964.4552810353002,1964.4552810353002,NOWY2-trytytka-01.CSV
4,3.3685467246448084,0.6425782355046251,5.430131387190732,3.4292801302184266,4.5311520226197874,-0.03913209275071926,-0.12545619621301496,1.6120101132821025,22006.009579215515,200.49872522172635,22249.22412659873,22006.922827019076,458.04421279833696,0.14103418351937458,-1.9543610695655758,1.0110521876539091,1397.1876797614234,174316.33904167195,90.24505552414975,98.65822414345811,71.42226094497758,136.24106049058628,201953299.03899255,1180.3004644503799,1180.3004644503799,1180.3004644503799,NOWY2-trytytka-01.CSV
5,3.398541435743136,0.6500305743611348,5.267040622063216,3.460140289149969,4.608210670490301,-0.09686908440967973,-0.18326445008095948,1.549794440246837,21980.239954078905,197.12406420815392,22249.22412659873,21981.123753765176,458.04421279833696,0.40434525918660713,-1.8124876583114484,1.0122375448621936,1393.1977798578625,179993.59676011026,172.60225333507557,161.13783070126092,223.6416446880676,137.83794294110768,202358186.51004317,1379.8563398671001,1379.8563398671001,1379.8563398671001,NOWY2-trytytka-01.CSV
6,3.352580115534968,0.661156727321822,5.327913238327692,3.417143106183307,4.329284616057864,-0.08026589750240007,-0.2631456987947485,1.5891978878117048,22008.055594757876,200.6902621358498,22249.224126606532,22008.97050315387,458.0442128066243,0.12017628193384884,-1.9613048836020035,1.0109581935037504,1399.2805834690598,183535.38966314268,224.87736862822808,130.13361570426764,41.116644193542086,140.00539284444386,202952563.32698938,1642.8141960283297,1642.8141960283297,1642.8141960283297,NOWY2-trytytka-01.CSV
7,3.3416024705974823,0.6564755535708429,5.460948210874775,3.405468154882716,4.403874296396836,-0.05675731488774829,-0.19623842678997816,1.6342303607102466,21986.161253987815,198.17927729135573,22249.224126606532,21987.054300267795,458.0442128066243,0.3434678679678861,-1.8571534297061816,1.0119649296473252,1388.6248667881584,181442.36229441984,102.30531664114412,229.26185298604574,64.69715491302686,137.85139112591762,202617328.46033147,632.251552911776,632.251552911776,632.251552911776,NOWY2-trytytka-01.CSV
8,3.342047345056037,0.6308558393673244,5.2687724646923275,3.4010600993328093,4.445166237824238,-0.08979213526620247,-0.11234496684499362,1.5765104203226015,22015.517739296785,200.90986225729162,22249.224126606532,22016.434340202482,458.0442128066243,0.04719709767832377,-1.9713399792890716,1.0106155299219963,1363.726082093003,168555.77141075546,138.03146078384287,270.03274392629146,103.01753444519471,132.08241613841193,201172098.3323258,1245.190876627889,1245.190876627889,1245.190876627889,NOWY2-trytytka-01.CSV
1,3.4624405351601655,0.6423292069003,5.506340893133942,3.5215095763331563,4.192404052657029,-0.04895555781224105,-0.3161357741983646,1.5903062701636346,21977.82796639826,196.61569713620824,22249.224126606532,21978.707310047634,458.0442128066243,0.4288258753898215,-1.7917367563487892,1.0123486342974022,1387.1792054895511,178488.62428476638,188.8232288943978,137.37571948300683,94.07070205989896,136.04096363977507,201979531.85562074,2966.901741042706,2966.901741042706,2966.901741042706,NOWY2-trytytka-02.CSV
2,3.3908816358770677,0.6530982400574279,5.443748098072275,3.4531959490493085,4.431568732128872,-0.05104954704523304,-0.27885631714368353,1.6054078799079707,21990.303555812076,198.82960948372354,22249.224126606532,21991.202303392074,458.0442128066243,0.2979063210186886,-1.8862933234745574,1.011774306349947,1396.2591280806898,181947.9119296815,396.8531057552257,166.0102375733992,144.64374108230567,134.97564818371538,201797958.50642607,1293.04941992215,1293.04941992215,1293.04941992215,NOWY2-trytytka-02.CSV
3,3.3721185603090866,0.6303618526016662,5.501103533979937,3.430523280855019,4.5508999690310175,-0.03926243220912811,-0.1520412405933813,1.6313493833608592,22016.540469377567,200.9271977686731,22249.224126606532,22017.457185880387,458.0442128066243,0.03577714377415179,-1.9721974484862483,1.010568583994956,1369.9001742749185,172558.40993098382,151.44203410144507,92.71148442070286,60.81676535302946,131.9089927974353,200893653.2680192,1443.4603076597068,1443.4603076597068,1443.4603076597068,NOWY2-trytytka-02.CSV
4,3.4103537544900746,0.642207126198093,5.294635821310501,3.4702869002367867,4.41620003782941,-0.038772944491979454,-0.27682174785577907,1.5525180677633748,22020.60511288848,200.96912345199434,22249.224126606532,22021.52204271489,458.0442128066243,-0.0041879082332604055,-1.9736835975780278,1.0103820495643077,1350.8685672428849,171519.61863812193,209.97066713714977,100.33870590778228,48.83970108641814,132.7586608346174,201000949.11547473,1519.9422058745856,1519.9422058745856,1519.9422058745856,NOWY2-trytytka-02.CSV
5,3.3534398805102326,0.6186559616946444,5.3672900162425545,3.4100214646299425,4.131487202312035,-0.07621630677045246,-0.2211260590021964,1.6005326493063332,22020.165108732912,200.94755017499728,22249.224126606532,22021.081860033355,458.0442128066243,0.000419981282483129,-1.9731862916530765,1.0104022388906964,1363.756523181384,168629.39141612974,117.02711503511055,73.89445980948383,54.593481492722255,129.1976752442792,200047851.95358643,1289.4275246175885,1289.4275246175885,1289.4275246175885,NOWY2-trytytka-02.CSV
6,3.392620151441751,0.6107253812860332,5.377107365774372,3.4471452479013998,4.238315600056849,-0.06731227637895464,-0.13765378904843528,1.5849423530333275,22016.99467226733,201.01544262647758,22249.224126606532,22017.912175225,458.0442128066243,0.031275973451287006,-1.974528839429072,1.010547736318968,1377.4445819812715,165650.6160869751,65.35774847068195,209.6483158700715,48.99588636836448,133.62816550694131,201464555.7706888,2532.3652581404876,2532.3652581404876,2532.3652581404876,NOWY2-trytytka-02.CSV
7,3.3197916435589154,0.6544958946006074,5.4431552622605786,3.3836855479023384,4.6919931924670495,-0.10320358493532567,-0.14215683293837733,1.639607495494914,22039.480297080267,200.04890348108492,22249.224126606532,22040.388071146295,458.0442128066243,-0.19199419021505193,-1.936434734311856,1.009516732096176,1373.3758006505016,176538.32033310912,75.35638195206859,238.6106787347208,148.80127935478106,132.628876539167,201157505.33621666,1335.1648651934138,1335.1648651934138,1335.1648651934138,NOWY2-trytytka-02.CSV
8,3.334732824609816,0.6518677368095877,5.310078445935183,3.397840702766998,4.343332955590803,-0.033476602665601436,-0.2619218814944144,1.5923549877062473,22054.419178851724,198.12414061628235,22249.224126606532,22055.308965982564,458.0442128066243,-0.34360367455612634,-1.856405152632261,1.0088329212469858,1371.9583433085502,179927.09656937973,104.82251997907227,83.02903225095402,137.2178035427602,135.5464802267406,202696202.32018182,645.5811035812751,645.5811035812751,645.5811035812751,NOWY2-trytytka-02.CSV
1,3.3825409276103096,0.6507608143016371,5.468016510458142,3.4445638081162997,4.504718302176392,-0.021304049335686262,-0.23078603585156454,1.6165411232203994,22033.697266259896,200.58671703906617,22249.224126598496,22034.61016725421,458.0442127943461,-0.13407355605701285,-1.9572058669220822,1.0097816929103693,1382.3252328627566,182745.35185364296,231.68705879149806,157.65101157001473,78.58177761205424,139.9447861283624,202898841.77740547,1348.1519913312848,1348.1519913312848,1348.1519913312848,NOWY2-trytytka-03.CSV
2,3.3464486934567317,0.6530279254095602,5.2186822122300365,3.409561705501025,4.347188678638182,-0.11234091495716972,-0.1717931050762398,1.5594687653314567,22042.51247970154,199.80335560821717,22249.22412659873,22043.41790214344,458.04421279833696,-0.22227471605933966,-1.9256032632911542,1.0093778623052858,1361.7463181753774,178796.75470917384,101.96817362215263,109.61560276529428,238.3950786619854,140.85786645659246,203600758.0420004,1748.1903238468437,1748.1903238468437,1748.1903238468437,NOWY2-trytytka-03.CSV
3,3.318839971389541,0.6531760114886787,5.317358514334423,3.382496759468432,4.756151108379642,-0.06431241043628329,-0.19395098854931536,1.602173819820585,22064.836018214366,196.10232592776117,22249.22412659873,22065.70732666209,458.04421279833696,-0.45310703270067665,-1.7697372851584108,1.0083566498401417,1369.947248423027,179285.8543994653,19.070766076449857,188.35574734753578,103.80123493166802,139.11270625045213,203332989.69109187,1964.0300685682196,1964.0300685682196,1964.0300685682196,NOWY2-trytytka-03.CSV
