Experiment ID,CURRENT (A) mean,CURRENT (A) std,CURRENT (A) max,CURRENT (A) rms,CURRENT (A) peak_to_peak,CURRENT (A) skew,CURRENT (A) kurtosis,CURRENT (A) crest_factor,ROTO (RPM) mean,ROTO (RPM) std,ROTO (RPM) max,ROTO (RPM) rms,ROTO (RPM) peak_to_peak,ROTO (RPM) skew,ROTO (RPM) kurtosis,ROTO (RPM) crest_factor,CURRENT (A) Frequency Center,CURRENT (A) Spectrum Area,CURRENT (A) Amp @ 1x RPM,CURRENT (A) Amp @ 2x RPM,CURRENT (A) Amp @ 3x RPM,ROTO (RPM) Frequency Center,ROTO (RPM) Spectrum Area,ROTO (RPM) Amp @ 1x RPM,ROTO (RPM) Amp @ 2x RPM,ROTO (RPM) Amp @ 3x RPM,Source_File
1,3.226375,0.7766446149485745,6.0,3.318529011474813,5.039999999999999,0.014424406928061052,-0.30760884837666636,1.8596722327689745,22173.18277110729,136.29122892402077,22641.509433961914,22173.601609550366,823.3276157820983,-2.0294318781384324,3.2340008718546214,1.0211213098132614,2628.410676841783,447402.86114922434,396.47277640174224,90.19935572733044,179.98898950824454,207.7991260876509,399179160.03461665,7.596426331993282,7.596426331993282,7.596426331993282,NOWY2-beztrytytki-01.CSV
2,3.23284,0.777372049668932,6.16,3.3249848119953875,5.280000000000001,0.044870836094738825,-0.3012749102388108,1.9054453669219638,22193.688774537823,114.21688113079095,22641.509433961914,22193.982655252257,823.3276157820983,-2.3375494394166902,7.668894082208967,1.020177838122064,2658.4559153284004,440193.6061320908,264.6144411393585,214.1490192695635,68.27352104833948,173.65034137968092,391837134.1821515,6.394564486206166,6.394564486206166,6.394564486206166,NOWY2-beztrytytki-01.CSV
3,3.205085,0.7668737175905626,5.84,3.2955467528165943,5.039999999999999,-0.005280033486773922,-0.29412790619516027,1.8221045619694953,22201.92205069564,106.2353832780287,22641.509433961914,22202.176199563255,823.3276157856199,-2.139574540990948,10.313485115858501,1.0197995192606535,2632.083845111717,436973.47455756593,146.4238962923348,247.03114788865616,464.26829997431236,160.13128279662408,389036947.18510485,6.478425373996754,6.478425373996754,6.478425373996754,NOWY2-beztrytytki-01.CSV
4,3.219935,0.7683357937895718,5.84,3.31032995334302,5.120000000000001,0.017715942831504242,-0.2828490451195256,1.8137012082542037,22195.156279778937,117.22814538909093,22641.509433969502,22195.465840188608,823.3276157932087,-2.0044796955477806,7.45905625444418,1.0201103857329998,2595.7058208201365,430550.8975778694,363.3355947037388,141.31304608076397,138.10059366950102,187.75435902400216,393886091.5893651,840.2573560009318,840.2573560009318,840.2573560009318,NOWY2-beztrytytki-01.CSV
5,3.281055,0.7728336279326413,6.0,3.3708391240164515,5.280000000000001,-0.002556213266994515,-0.2817078752590563,1.8286801044176337,22195.41261673336,143.5286475084867,22641.509433969502,22195.876653382547,823.3276157932087,-0.8593729522029636,4.506825171051856,1.0200986043800704,2664.9266118484657,452424.6400605399,742.5244363167536,160.96783896117185,138.42885717595823,207.99570061950288,399865113.12708557,12.987382750307454,12.987382750307454,12.987382750307454,NOWY2-beztrytytki-01.CSV
6,3.24904,0.7787575889591047,6.16,3.3410606699070877,5.440000000000001,0.018433826722395994,-0.31141684491253985,1.895944648265334,22188.388603011237,131.18091164676898,22641.509433961914,22188.776355497666,823.3276157856199,-1.6244050658799458,5.13989268682603,1.0204215294340568,2633.508464935921,451921.4870062859,726.9262585975372,338.52573895144536,188.9569499791048,211.57819296404136,398379965.87575555,813.2625520470514,813.2625520470514,813.2625520470514,NOWY2-beztrytytki-01.CSV
7,3.2442249999999997,0.772059197269066,5.84,3.3348214344999043,5.039999999999999,0.004026815796775881,-0.2709364671392249,1.800121754810471,22206.218791690477,119.86001999001952,22641.509433961914,22206.542246619974,823.3276157856199,-1.042165934896576,8.155260509974694,1.0196021955090495,2600.525326998588,438829.6188097216,573.526942408588,315.94538132936066,405.30549608949866,178.4213395870734,393426559.25520283,13.935784656626712,13.935784656626712,13.935784656626712,NOWY2-beztrytytki-01.CSV
8,3.2454050000000003,0.7696694163166111,6.0,3.335417155319556,5.280000000000001,-0.020775147766916628,-0.2823190828988902,1.8487677192831096,22222.89117591006,121.96851719288718,22641.509433969502,22223.22585957668,823.3276157932087,0.17102317615667262,8.408387054219205,1.0188372545563842,2626.295953437234,439219.67319422826,458.1650476943319,421.46544338898036,206.91028977199352,178.45972378217098,393935387.6369417,12.139047360516535,12.139047360516535,12.139047360516535,NOWY2-beztrytytki-01.CSV
1,3.2514000000000003,0.7708192882566232,6.0,3.3415157039882364,5.199999999999999,0.018299988400509157,-0.28531935945663367,1.8453589223103892,22204.958071278823,126.57262960625268,22641.509433965708,22205.318790247675,823.3276157858927,-0.908011099214852,7.005464829857932,1.0196600849812707,2614.0183062369633,440832.8886066656,707.7277219446127,497.2208428612189,337.58731103879853,202.36818356932594,396639203.5553309,817.3362768258351,817.3362768258351,817.3362768258351,NOWY2-beztrytytki-02.CSV
2,3.21673,0.7788198874746789,5.84,3.3096637895713816,5.359999999999999,0.008518236237454702,-0.27085306395645414,1.8155082956915873,22247.951210215368,125.46089419002807,22641.509433965708,22248.304935529744,823.3276157858927,1.710137360881412,6.842682105591395,1.017689638925927,2617.6948482849416,438265.677772584,367.69830374393035,837.8762610402904,111.67704977560534,187.54765918542083,396321606.2828045,13.84301225521255,13.84301225521255,13.84301225521255,NOWY2-beztrytytki-02.CSV
