Experiment ID,CURRENT (A) mean,CURRENT (A) std,CURRENT (A) max,CURRENT (A) rms,CURRENT (A) peak_to_peak,CURRENT (A) skew,CURRENT (A) kurtosis,CURRENT (A) crest_factor,ROTO (RPM) mean,ROTO (RPM) std,ROTO (RPM) max,ROTO (RPM) rms,ROTO (RPM) peak_to_peak,ROTO (RPM) skew,ROTO (RPM) kurtosis,ROTO (RPM) crest_factor,CURRENT (A) Frequency Center,CURRENT (A) Spectrum Area,CURRENT (A) Amp @ 1x RPM,CURRENT (A) Amp @ 2x RPM,CURRENT (A) Amp @ 3x RPM,ROTO (RPM) Frequency Center,ROTO (RPM) Spectrum Area,ROTO (RPM) Amp @ 1x RPM,ROTO (RPM) Amp @ 2x RPM,ROTO (RPM) Amp @ 3x RPM,Source_File
1,3.226357528809302,0.6299927364032593,5.330077222609239,3.287282181418161,4.130257093171448,0.025027636263495596,-0.3334619582138809,1.6520417142288386,22173.18277110728,135.8408937723553,22669.530278125087,22173.598820280757,878.3503643209369,-2.0289468058239204,3.2710224856218204,1.0223850365615788,1331.7093023206598,173841.88666908504,198.3342135666858,45.00794182512369,89.88592151775656,91.38841154832173,196369731.61084682,702.8451132064438,702.8451132064438,702.8451132064438,NOWY2-beztrytytki-01.CSV
2,3.2328103650794935,0.6186921781051629,5.294853052963063,3.2914730775615513,3.9768983241012545,0.07898886184638053,-0.28714569602622353,1.6378483285495355,22193.68877453781,113.86213927397411,22669.530278125087,22193.98081433866,878.3503643209369,-2.33672597545759,7.718575420079466,1.0214403972418138,1353.799976360671,170469.73755038917,132.225953647974,107.06463660028821,33.97125593631998,76.10081235339092,193268434.0885545,1094.5960768911978,1094.5960768911978,1094.5960768911978,NOWY2-beztrytytki-01.CSV
3,3.2051096146488045,0.6183638382574613,5.350870903825459,3.2642079715681644,4.075803515399722,0.004399127726747513,-0.2559721194339226,1.6694814053689624,22201.922050695623,105.9135669239369,22669.530278125087,22202.17464634068,878.350364324695,-2.138598243405973,10.369608203989307,1.0210616101777914,1333.7096704678381,169703.0969301196,73.3606831790597,123.3113529511772,232.1951318876384,69.57779209178558,192081368.70532984,321.5874679239773,321.5874679239773,321.5874679239773,NOWY2-beztrytytki-01.CSV
4,3.2198920774256847,0.6141395713837065,5.189700421729039,3.2779300263247557,3.963870310077902,-0.01956005133241487,-0.2569507125653696,1.611762225856409,22195.15630690003,116.83896296208587,22696.532182509072,22195.463796113214,933.3731128723484,-2.0093962668919465,7.518334891584665,1.022589427561417,1336.2283102124768,168614.68057006615,182.08999270417755,70.28438759675718,68.99400969176664,81.26684464884111,194039342.3126241,1258.190885840861,1258.190885840861,1258.190885840861,NOWY2-beztrytytki-01.CSV
5,3.281076428887382,0.6200695225240801,5.279531217620968,3.339146700009902,3.9621957353906474,-0.008123029568077247,-0.2812270739429361,1.6090851072954935,22195.41261673335,143.0945488562348,22669.530278133665,22195.873821894293,878.3503643332733,-0.8580193462967451,4.5384434937142855,1.0213610654411927,1367.520947647278,175447.14706366893,371.18771350010104,80.62698718855742,69.09228351228762,91.26688759681775,196693204.80457827,1866.7167495509086,1866.7167495509086,1866.7167495509086,NOWY2-beztrytytki-01.CSV
6,3.2490837817618394,0.6300549041789769,5.417487196300842,3.3096019370975736,4.438757760250183,-0.019725827077049445,-0.29962308469269106,1.6673891965208634,22188.388629639212,130.74612794643943,22696.532182500978,22188.773792011514,933.3731128637482,-1.6273873027332741,5.190138440723302,1.022901327416944,1334.5867945792054,175347.0470615541,363.3303241846383,169.29611722387347,94.6535507423548,90.44066891128364,195847377.86564776,1654.8013587381415,1654.8013587381415,1654.8013587381415,NOWY2-beztrytytki-01.CSV
7,3.2441551129363106,0.6218355924023073,5.283790374121946,3.3032065581539305,4.179331086214248,-0.019181609878653756,-0.24775670189518006,1.628710770657185,22206.218791690466,119.50355483102463,22669.530278125574,22206.54030547998,878.3503643251825,-1.0411471607143379,8.198967039546165,1.0208640422208433,1340.7229105691442,171744.47063610976,286.72999746561646,158.53005578873754,203.09341356685007,78.26591297557368,193988229.43665886,1202.2230143547665,1202.2230143547665,1202.2230143547665,NOWY2-beztrytytki-01.CSV
8,3.2454954544048182,0.617342628391107,5.324486578347555,3.303680527290899,4.345978175385997,-0.06994396451531767,-0.33177127885847835,1.6405774258969028,22222.891175910056,121.61220037530356,22669.530278133665,22223.223886172105,878.3503643337572,0.17097203018617727,8.449879833645962,1.020098154587004,1338.492984577625,170755.70663924486,229.15432502449355,210.09701806268043,102.81553833329444,78.33296973459508,194233850.58776248,404.0491980317812,404.0491980317812,404.0491980317812,NOWY2-beztrytytki-01.CSV
1,3.251461149021855,0.6200304049582182,5.195108685560694,3.310043693360903,4.009122203054693,-0.0011440316654359208,-0.2283161168307104,1.5977766448550528,22204.9579710393,126.16919328964819,22696.532182500745,22205.31637178638,933.3731128597574,-0.9044471286620592,7.066257052290476,1.0221380383652416,1354.0970451890441,172563.37911443217,353.6803956462479,249.0687603009564,168.4525453278002,86.01721869712654,195127336.06179094,1503.5382575326003,1503.5382575326003,1503.5382575326003,NOWY2-beztrytytki-02.CSV
2,3.216626622933841,0.624007968347394,5.1908585596281815,3.276587264622253,4.188738259197045,0.01214965097889027,-0.2587986282801773,1.6137585017230478,22247.951263319337,125.07877131111222,22669.53027812938,22248.302815236893,878.3503643252297,1.7090005110422257,6.885283490387117,1.0189491162498683,1335.5908693409901,170713.1820373665,184.55580490957934,419.1875572236855,56.622922036340725,82.45448592231317,195276612.43386292,2111.261557550691,2111.261557550691,2111.261557550691,NOWY2-beztrytytki-02.CSV
