Experiment ID,CURRENT (A) mean,CURRENT (A) std,CURRENT (A) max,CURRENT (A) rms,CURRENT (A) peak_to_peak,CURRENT (A) skew,CURRENT (A) kurtosis,CURRENT (A) crest_factor,ROTO (RPM) mean,ROTO (RPM) std,ROTO (RPM) max,ROTO (RPM) rms,ROTO (RPM) peak_to_peak,ROTO (RPM) skew,ROTO (RPM) kurtosis,ROTO (RPM) crest_factor,CURRENT (A) Frequency Center,CURRENT (A) Spectrum Area,CURRENT (A) Amp @ 1x RPM,CURRENT (A) Amp @ 2x RPM,CURRENT (A) Amp @ 3x RPM,ROTO (RPM) Frequency Center,ROTO (RPM) Spectrum Area,ROTO (RPM) Amp @ 1x RPM,ROTO (RPM) Amp @ 2x RPM,ROTO (RPM) Amp @ 3x RPM,Source_File
1,3.0215799999999997,0.8094675138345571,5.600000000000001,3.128121225272448,5.120000000000001,-0.020002351050298572,-0.4381615077002259,1.853335010160248,22108.005050505046,181.9474070921693,22222.22222222284,22108.753698547785,404.0404040430258,-0.9651775277220215,-1.0684323399803097,1.005166326471198,2641.989435882914,435375.30750667385,200.23802447690397,287.88575787653036,436.5335848898632,288.2348263920423,412750999.9900213,403.397081418547,403.397081418547,403.397081418547,F1-trytytka-01.CSV
2,3.012705,0.8108285103242058,5.600000000000001,3.119902754894774,5.040000000000003,-0.00089379887667062,-0.4419159661648502,1.8587946712339911,22113.78787878788,179.04148286858708,22222.22222222284,22114.51261495769,404.04040404654734,-1.0454424503361601,-0.9070500830350752,1.0049034721699115,2673.8431826775454,449979.04698847764,124.95729944476898,315.1015361825978,94.44181837337354,284.4279175416271,412157234.4479091,2.0816664525591464,2.0816664525591464,2.0816664525591464,F1-trytytka-01.CSV
3,3.003345,0.8076563503581013,5.68,3.1100400640506227,5.120000000000001,0.0061198147673194436,-0.45085707829985733,1.891224617884392,22110.404040404035,180.770019467652,22222.22222222284,22111.14295072715,404.04040404654734,-0.9980066319961306,-1.0039827624916697,1.005057265421947,2606.5269043076805,430532.3513691402,224.51551442991814,264.14123004314933,265.1423652768416,274.01587607749093,410189703.18086773,0.2809738625197544,0.2809738625197544,0.2809738625197544,F1-trytytka-01.CSV
4,3.00539,0.8037378444229558,5.760000000000002,3.1110003535840365,5.200000000000003,-0.00891388621758847,-0.39075077739942277,1.9165565866659573,22123.98989898991,173.32661617071238,22222.22222222284,22124.668795009078,404.04040404654734,-1.1976362846525261,-0.5656673296836474,1.0044400817249253,2645.040964109278,430726.607596741,201.46538884590683,129.24006393849578,146.52176086728917,261.80652775160365,407800222.62361753,0.32857284166072676,0.32857284166072676,0.32857284166072676,F1-trytytka-01.CSV
5,3.0031999999999996,0.8328156511913706,5.68,3.116528324915402,5.280000000000001,0.03895489403979251,-0.3937830606827357,1.8913159296750135,22154.193825042872,155.06941377176707,22641.509433961914,22154.736492627206,823.3276157856199,-1.573110954215238,1.1567223462347247,1.0219965399223052,2613.130980058079,449895.82418110146,219.67666104232927,218.6355111600866,73.76343850683423,249.90415926541422,406067097.552017,822.7472028964163,822.7472028964163,822.7472028964163,F1-trytytka-01.CSV
6,3.002905,0.8363325156478119,5.600000000000001,3.11718571791929,5.040000000000003,0.014895008665306818,-0.41065385821551503,1.864860859734158,22154.0404040404,151.3303682043882,22222.22222222284,22154.557221323346,404.04040404654734,-1.7688791492701106,1.128933444722671,1.0030776245298356,2644.703087053591,456105.83413539396,486.5454540896099,346.16800211091953,355.8359298895383,222.50329014270704,401096235.0590684,0.8769442656404189,0.8769442656404189,0.8769442656404189,F1-trytytka-01.CSV
7,2.996075,0.824942620744298,5.760000000000002,3.107563869013797,5.200000000000003,0.04798210701846158,-0.42267457143547515,1.922515290838848,22129.49494949497,169.9088636441094,22222.222222230153,22130.1471738747,404.0404040538597,-1.2865290546137422,-0.3448429916346494,1.0041902118844923,2625.3369207396286,445890.0052067817,129.509722785817,81.63747795601412,107.45054096002123,259.8012538270488,408491420.27938867,0.2996266948943304,0.2996266948943304,0.2996266948943304,F1-trytytka-01.CSV
8,3.00772,0.8299914800563108,5.68,3.1201317920882765,5.120000000000001,0.02070777969289011,-0.3939468118027718,1.8884736611120712,22162.37659615016,151.4982991001226,22641.509433969502,22162.894366253957,823.3276157932087,-1.5528828904362937,1.8372509949608222,1.021619199355297,2628.075277437181,468565.6373475521,246.0752651700553,189.29245993415267,156.85985404068924,244.17566159573252,405271790.67936045,827.2831312665414,827.2831312665414,827.2831312665414,F1-trytytka-01.CSV
9,2.9977199999999997,0.8198194972678461,5.68,3.107794587806601,5.199999999999999,0.014388446583717488,-0.3981980828447118,1.8947733610877597,22137.67676767677,164.3579449735217,22222.222222230153,22138.28684690543,404.0404040538597,-1.429543533799403,0.04359471502762702,1.003819075300477,2642.237903501963,450130.65658649313,56.70219273532087,194.98132789297222,418.0829858057723,255.0611356358391,407924795.6583714,0.2590257164894479,0.2590257164894479,0.2590257164894479,F1-trytytka-01.CSV
1,3.008525,0.8176362928859111,5.600000000000001,3.1176449445053875,5.120000000000001,0.006468313609397688,-0.4477299573197002,1.8613772529728028,22153.636363636368,151.68676959882086,22222.22222222284,22154.155627562253,404.0404040430258,-1.7593955465737514,1.0954726893036604,1.0030959187674966,2612.9410147889816,418605.97881695523,110.08538617857702,221.8484915864874,267.97504088904606,226.85849950672608,401494498.0914133,1.2298308428714886,1.2298308428714886,1.2298308428714886,F1-trytytka-02.CSV
